name	state	fips	metro	immigration	native	white	black	male	population	elevation	high_temp	low_temp	diurnal_temp	particulate	precipitation	sunlight	uvb	smoking	smoking_lower	smoking_upper	female_smoking	male_smoking	radon	drinking	meat	diabetes	obesity	education	income	mammogram	all_cancer	all_cancer_male	all_cancer_female	colorectal	colorectal_lower	colorectal_upper	breast	breast_lower	breast_upper	prostate	prostate_lower	prostate_upper	lung	lung_lower	lung_upper	female_lung	male_lung	over_65_lung	under_65_lung
Perry, PA	PA	42099	1	14.2009522646807	0.3	99.1	0.6	49.5848814274575	43602	0.20735	14.676722	5.755471	8.921251	14.894206	2.866737	14433.336233	818.408081806	55.3	49.5	61	48.15	62.55	3.43	14	67	8.14	27.1	14.0	52.659	68.0	504.7	546.9	476.2	50.1	41.5	60.1	140.6	120.8	162.9	83.3	67.7	101.6	82.8	71.7	95.1	57.3	114.1	473.1	26.3
Philadelphia, PA	PA	42101	1	12.777883022049	0.7	46.4	44.3	46.4635102632533	1517550	0.03748	16.164742	6.944958	9.219784	14.064178	3.144499	14837.957139	854.326910876	50.5	47.45	53.6	48.05	53.65	0.91	17	112	9.7	27	22.2	36.251	71.5	519.5	632.6	447.9	54.2	52.6	55.9	122	118.7	125.3	184.1	179.4	188.9	84.3	82.2	86.4	71.6	104.4	433.8	33.7
Pike, PA	PA	42103	1	30.4254148711836	0.8	94.4	3.7	49.8337004880999	46302	0.35571	12.690711	4.242502	8.448209	12.677839	3.056085	14299.059003	792.338281489	51.25	45.25	57.2	45.75	56.95	1.52	11	67	7.78	23.7	23.3	56.843	69.2	462.2	512.4	416.1	50.3	43.1	58.5	109.1	94.3	125.9	134.3	117.4	153	69.8	61.3	79.2	49.7	90.9	398.9	22.2
Potter, PA	PA	42105	0	17.4384352539178	0.6	98.7	0.4	49.3362831858407	18080	0.60075	11.115661	2.812162	8.303499	12.622152	2.747448	13666.882867	781.453966083	54.55	48.65	60.35	47.75	61.6	2.25	10	57	7.46	24.9	12.4	39.196	62.9	474.6	548.6	413.2	47.5	35.8	62.3	113.6	87.2	146.2	155.5	124.7	192.4	64.7	50.9	81.6	61.2	69.7	311.9	29
Schuylkill, PA	PA	42107	0	10.3526631521542	0.2	97.0	2.2	49.7671881651767	153030	0.30662	13.623698	5.254968	8.36873	14.458157	3.278870	14344.161944	826.109637019	53.45	48.7	58.2	45.45	62.25	2.99	20	112	8.42	23	13.6	42.315	67.0	491.8	574.7	441.8	61.2	56.4	66.3	109.6	100.4	119.5	139.2	128.4	150.7	70.8	65.8	76.3	52.7	96.8	378.2	26.4
Snyder, PA	PA	42109	0	16.1514355890573	0.2	98.4	0.9	48.8787087838918	37546	0.21149	14.088463	5.492367	8.596096	14.546770	3.019736	14186.235730	820.631739323	48.25	42.6	53.9	39.65	57.55	3.65	13	67	7.82	25.2	15.3	44.713	67.4	483.3	580.3	415.4	51.5	42.5	62	114.7	95.7	136.5	175.1	150.1	203.2	59.2	49.5	70.3	37.5	85.2	295.6	25
Somerset, PA	PA	42111	0	9.43064729194188	0.2	97.8	1.7	49.9443909875911	80023	0.64128	12.527471	4.841320	7.686151	14.956626	2.924614	14260.752770	840.971578925	54.05	48.7	59.4	47.85	60.7	1.55	22	57	7.58	26.7	14.3	39.194	73.4	474.6	564.6	411.9	49.4	43.6	55.8	104.9	92.6	118.6	164.5	148.9	181.5	52.3	46.3	58.9	34.1	77.5	291.7	17.6
Sullivan, PA	PA	42113	0	19.156722354813	1.2	96.3	2.4	50.5186089078707	6556	0.54544	11.749419	3.457134	8.292285	12.322399	2.903409	13749.816937	784.661311444	53.7	47.7	59.7	45.2	62.3	2.11		67	7.54	26.8	11.4	36.25	70.8	478.1	593.9	377.7	41.4	25.5	66.6	108.6	71.7	163.2	163.1	118.3	225	68.6	48	97.7		109.9	334.1	
Susquehanna, PA	PA	42115	0	13.9646426598363	0.5	99.1	0.4	49.7253657843648	42238	0.42935	11.959147	3.308890	8.650257	11.304682	2.751070	13830.109854	789.216386861	53.85	48.05	59.6	46.55	61.35	2.04	19	67	7.38	24.4	15.4	43.457	66.3	467	526.5	421.7	50.8	42.4	60.6	115.3	97.6	135.7	151.3	130.6	174.6	69.3	59.7	80.2	55.2	88.1	371.7	25.5
Tioga, PA	PA	42117	0	16.6253608932267	0.6	98.7	0.8	48.95221521282	41373	0.48363	11.728061	3.182620	8.545441	12.001832	2.433673	13754.443703	783.227329813	53.5	47.9	59	45.5	61.9	1.87	19	67	8.58	27.3	17.7	40.338	66.9	527.9	607	464.8	55.4	46.8	65.3	133.5	114.3	155.3	168.1	146.6	192	78.7	68.4	90.2	67	93.4	419	29.4
Union, PA	PA	42119	0	30.5800136236345	0.5	91.2	7.3	55.3430713050163	41624	0.20164	13.759054	5.237881	8.521173	13.930246	2.977439	14113.945973	808.079059101	43.95	38.1	49.7	34.85	53.8	3.36	11	67	7.92	28	22.2	45.474	71.0	492.5	577.2	434.6	48	39.7	57.7	118.5	99	140.8	180.1	156.3	206.5	59.6	50.2	70.3	45.3	78.2	325.1	21.2
Venango, PA	PA	42121	0	12.5232474634946	0.5	98.3	1.4	48.8195952401633	57565	0.4041	12.853993	4.137762	8.716231	14.446299	2.950111	13724.251377	787.301722335	55.45	50.35	60.55	47.85	63.7	1.99	15	57	7.44	22.7	14.1	39.812	68.4	487.1	560.3	443.2	47.1	40.3	54.8	131.8	115.2	150.3	148.8	130.8	168.7	76.2	67.6	85.8	60.6	98.4	412.6	27.6
Warren, PA	PA	42123	0	10.1433882103027	0.5	99.2	0.3	49.0299341130338	43863	0.45334	11.821000	3.437598	8.383402	13.631379	3.028521	13532.263525	786.436356719	56.5	50.8	62.2	50.15	63.35	1.43	22	57	7.78	23.1	16.9	41.286	65.9	546.3	672.9	449.9	53.7	45.7	62.9	118.9	101.5	138.7	237.6	212.3	265.4	63.9	54.9	74.2	61.7	67.9	338.5	24.2
Washington, PA	PA	42125	1	12.3115132162498	0.3	96.0	3.7	48.027324208835	202897	0.3299	14.658997	5.775648	8.883349	15.104232	2.644561	14153.929876	832.978313483	54.5	49.75	59.2	49.1	60.6	1.55	14	57	8.26	27.7	24.2	49.687	72.8	501.7	570	458.5	53.6	49.8	57.6	130.6	122.1	139.7	142.7	133.4	152.5	74.9	70.4	79.7	62.1	93.7	432.4	23.2
Wayne, PA	PA	42127	0	18.0871611571165	0.5	97.3	1.8	50.1697330371736	48596	0.42986	11.875727	3.591628	8.284099	11.880961	2.981769	14083.241164	790.335235258	53.1	48.1	58.15	45.95	60.75	1.17	15	67	8.1	22.4	17.9	45.93	69.0	440	493.6	403.2	46.8	39.9	54.7	105.1	89.7	122.7	126.1	109.8	144.3	63	55.1	71.8	49.4	79.9	350.4	21.4
Westmoreland, PA	PA	42129	1	11.2940412034438	0.3	97.2	2.3	48.2265880705851	369993	0.34135	13.931567	5.778277	8.15329	15.081266	2.875273	13907.078552	822.946441211	52.2	48	56.4	47.3	57.65	1.9	16	57	7.9	26.3	24.0	47.689	64.8	482	562.2	430.7	52.6	49.9	55.6	124.3	118.2	130.8	141.5	134.7	148.7	69.5	66.4	72.8	56.4	88.2	390.1	23.2
Wyoming, PA	PA	42131	1	17.1514922553835	0.4	98.9	0.7	49.6403133903134	28080	0.32545	12.548409	3.739418	8.808991	12.056097	2.795482	13883.526534	787.225383315	53.6	47.9	59.25	46.85	60.6	1.83	21	67	7.7	25.6	16.8	47.403	69.4	533.8	623.3	467.7	55.3	44.7	67.8	134.7	110.8	162.4	160.9	133.9	192	67.1	55.3	80.8	44.1	95.9	353	25.8
York, PA	PA	42133	1	15.1008741965618	0.4	93.7	4.2	49.1595306888522	381751	0.17417	15.515417	6.405783	9.109634	14.873506	2.853621	14735.964142	860.084473596	52.15	48.1	56.2	46.45	58.2	4.41	15	99	7.3	24.8	21.5	57.494	72.6	499.1	562.4	455.2	51	48.1	54	126.5	120.3	132.9	144.3	137.2	151.6	68.6	65.3	72.1	56.2	84.5	372.9	24.6
Bristol, RI	RI	44001	1	19.7752481027437	0.4	97.7	1.0	48.2250039488233	50648	0.05247	14.306392	5.857386	8.449006	11.659032	3.222884	14768.983673	820.470818706	48.25	42.5	54.05	40.35	57.2	0.74	15	31	6.12	17.3	41.1	68.333	71.5	482.5	540.3	442.8	40.5	33.6	48.5	135.9	118.8	155	151.5	132.3	173	67.3	58.7	76.9	56.6	81.5	415	16.9
Kent, RI	RI	44003	1	16.6930676692686	0.7	96.7	1.3	47.9867137470824	167090	0.08913	13.940311	5.722081	8.21823	11.817244	3.423631	14865.776351	820.470818706	56.2	51	61.45	51.15	61.8	1.11	19	31	7.3	19.5	29.2	61.088	65.6	512	585.8	470.3	51.6	47.3	56.2	135.7	126.1	145.9	136.7	125.9	148.1	78.2	72.8	83.8	68.9	92	420	28.7
Newport, RI	RI	44005	1	24.0111448330763	1.0	93.0	4.7	48.6228974752145	85433	0.0233	13.788832	6.110946	7.677886	11.703832	3.223282	15388.333860	820.470818706	49.85	44.6	55.05	45.3	54.8	0.86	19	31	6.08	16.5	43.4	67.239	74.9	509.8	584	455.1	48	42.2	54.3	136.8	123.1	151.9	162.1	146.5	179	74.5	67.2	82.4	70.9	81	406.8	26.4
Providence, RI	RI	44007	1	15.7105188263572	1.1	80.7	8.0	47.8684109767987	621602	0.08195	13.675437	5.377266	8.298171	11.672992	3.399912	14536.810583	818.446477639	48.85	45.55	52.1	42.45	56.1	0.9	17	31	7.52	20.8	25.6	48.5	72.4	504.4	586.8	455	48.2	45.8	50.6	129.7	124.4	135.1	152.8	146.5	159.4	75.6	72.6	78.6	64.8	92.8	409	27.4
Washington, RI	RI	44009	1	22.5542520733961	1.5	95.9	1.5	48.5147232609716	123546	0.04657	14.031952	6.230383	7.801569	11.954598	3.406097	15316.939753	820.470818706	49.4	44.3	54.6	46.65	52.45	1.18	19	31	5.78	16.5	41.7	70.285	73.7	526.1	580.5	490.5	45.7	40.9	50.9	142.4	130.3	155.4	164.9	151.5	179.4	62.6	57	68.7	56.7	71.6	380	16.7
Abbeville, SC	SC	45001	0	17.4486743433184	0.4	68.9	30.6	47.9382428249322	26167	0.18133	21.593901	11.850730	9.743171	15.040845	3.099004	16981.226988	1087.795021949	47.7	42.3	53.05	36.9	59.8	0.66	11	80	10.92	26.3	15.3	33.143	74.2	457.5	584.6	365.6	48.6	38.1	61.2	137.2	112.8	165.7	166.6	136.9	200.9	70.6	57.9	85.3	42.4	111.1	436	17.7
Aiken, SC	SC	45003	1	16.7388969422934	0.9	72.3	26.0	48.1697906728773	142552	0.12174	22.685192	12.833974	9.851218	14.087570	3.323967	17195.649657	1146.591971675	47.05	42.1	52.05	40.15	54.8	0.66	13	80	9.7	27.3	23.5	44.468	68.8	398	445	366.5	38	34.1	42.3	110.8	101.5	120.7	120	109.5	131.3	64.3	59.2	69.8	50	82.3	368.4	20.4
Allendale, SC	SC	45005	0	11.1472586355373	0.3	27.6	71.3	52.0649362233521	11211	0.05072	23.671781	13.511030	10.160751	13.451537	3.221901	17427.323820	1167.619689161	44.3	37.75	50.9	34	57.15	0.84		80	12.68	31.6	13.2	20.081	63.3	401.8	503.1	327.2	47.8	31.6	69.7	115.5	79.2	163.3	196	144.8	259.2	67	47.4	92.3	62.7	68.6	302.6	33
Anderson, SC	SC	45007	1	16.0195461214781	0.5	82.3	16.9	48.314227102691	165740	0.24079	20.939725	11.711504	9.228221	15.153553	3.369313	16874.803435	1087.795021949	50.9	46.1	55.75	42.4	60.3	0.78	12	80	10.32	27.7	18.0	42.871	73.1	488	598.8	411.2	52.1	47.8	56.7	124.4	115.1	134.1	146	135.2	157.6	83.4	78	89.1	55.8	121	426.8	33.7
Bamberg, SC	SC	45009	0	16.1273787403088	0.4	36.8	62.8	47.0104454316244	16658	0.05758	23.358813	13.254698	10.104115	13.384590	3.222399	17420.111050	1146.397202619	44.9	39.35	50.5	33.25	58.75	0.66	7	80	12.7	31.6	17.4	32.538	68.7	471.9	622.8	364.9	57.3	42.7	75.5	116.3	88	151.3	221.5	177.2	273.9	64.8	49.3	84	35.6	106.2	284.1	33.1
Barnwell, SC	SC	45011	0	10.9565217391304	0.7	55.8	43.0	48.10034926314	23478	0.07903	23.252136	13.120388	10.131748	13.729990	3.247038	17342.339640	1146.595086962	47.4	41.65	53.15	36.9	59.6	0.71	11	80	11.56	29.2	11.5	33.816	68.2	403.4	483.2	347.5	36.6	26.8	48.8	107.9	84.2	136.4	124.9	97.3	158	52.7	40.7	67.1	45.6	60.2	269.8	21.2
Beaufort, SC	SC	45013	0	38.1511397994379	0.6	71.8	24.5	50.5990722442263	120937	0.00842	23.726814	15.909559	7.817255	12.549378	3.450871	18495.426749	1200.17131212	47.15	42.1	52.1	38.85	56.05	0.46	16	80	7.22	20.5	37.4	55.286	76.5	454.9	523.9	394.3	41.3	37.2	45.8	128.3	117.8	139.5	156.3	145.3	168	53	48.5	57.8	45.7	61.3	297.3	17.7
Berkeley, SC	SC	45015	1	29.9996229687441	1.0	69.4	27.2	50.796699637577	142651	0.01571	23.366955	14.104638	9.262317	12.711809	3.422697	17671.672444	1149.370767522	46.9	42.05	51.65	37.6	56.75	0.44	16	80	10.94	27.5	18.3	50.777	70.6	471.9	562.6	400.8	40.5	35.8	45.5	117	106.5	128.3	156.2	142.8	170.5	83.9	77	91.3	61.7	112.4	471.4	27.9
Calhoun, SC	SC	45017	1	18.4193888303477	0.4	50.6	48.9	47.3888705959829	15185	0.07792	22.713814	12.865860	9.847954	13.553020	3.209345	17318.438984	1145.99866405	47.6	41.8	53.35	38.9	57.6	0.73	8	80	11.42	30.5	20.3	36.79	73.4	452.1	557.4	374.7	40	28.4	55.3	134.4	103.4	172.6	200.1	157.9	250.8	57.2	42.6	75.5	41.4	76.8	332.9	17.3
Charleston, SC	SC	45019	1	24.971889378669	0.6	62.8	35.0	48.3232194187161	309969	0.00778	23.345535	15.823916	7.521619	12.386879	3.461037	18514.127257	1190.266777335	48.3	44.05	52.55	41.55	55.9	0.33	20	80	8.74	23.2	37.5	48.433	72.1	451.4	520	401.3	36.9	34.1	39.8	129.5	122.4	137	148	139.7	156.8	66.4	62.6	70.3	57.8	78.1	370.3	22.4
Cherokee, SC	SC	45021	0	14.5129510282829	0.5	77.6	20.8	48.3906580124484	52537	0.22671	20.813795	11.355418	9.458377	14.616808	3.326729	16761.547984	1063.10157452	52	46.65	57.4	43.25	61.65	1.13	8	80	10.46	28.2	11.7	34.132	66.6	482.8	598.9	407	55.2	46.9	64.6	111.9	96	129.7	127.5	108.6	148.8	89.9	79.4	101.5	59.2	135	418.5	42.4
Chester, SC	SC	45023	0	14.9844403231383	0.6	60.4	38.9	48.0480216038511	34068	0.15849	21.324765	11.670536	9.654229	14.441149	3.189995	16917.696209	1097.793867966	50.45	45	55.95	40.65	61.65	0.52	11	69	10.92	30.6	11.2	32.743	69.0	476.6	600.6	392.4	53.3	43.3	65.1	111.4	91.7	134.2	143.2	118.4	171.8	96.6	82.8	112.1	70	136.1	480.7	41
Chesterfield, SC	SC	45025	0	15.043382316064	0.7	65.0	33.6	48.2393378226712	42768	0.09784	21.607594	12.008279	9.599315	13.970761	3.252127	16739.676699	1099.024751398	49.35	43.75	54.9	39.65	60.15	0.71	12	69	10.6	27.4	11.1	32.979	63.7	447	548.1	382.6	46.2	37.9	55.8	107.9	90.6	127.6	158.1	133.9	185.5	91.6	79.8	104.7	77.7	113.1	474.5	36.2
Clarendon, SC	SC	45027	0	17.6586196730977	0.4	45.2	53.4	49.0954402805981	32502	0.03579	22.894068	12.942468	9.9516	13.245647	3.231035	17272.446373	1145.532177637	47.9	42.35	53.45	37.8	59.85	0.55	7	80	11.36	27.2	13.2	33.066	65.9	450.6	553.6	372.2	51.3	41.7	62.5	108	88.6	130.8	156.6	132	184.6	69	58.1	81.4	45.3	101.8	335.5	30.4
Colleton, SC	SC	45029	0	17.4413382732682	1.0	56.1	42.5	47.8961948567844	38264	0.02449	23.594848	14.328344	9.266504	12.818580	3.414024	17726.629237	1187.253132165	47.95	42.95	52.85	36	61.55	0.35	11	80	11.44	30.5	13.6	33.263	68.8	461.3	592.1	368.4	51.6	42.5	62.1	93.7	77.6	112.5	174.9	149.3	203.8	91.6	79.6	104.9	66	127.3	441.1	41
Darlington, SC	SC	45031	1	13.9784432663069	0.4	57.4	42.0	47.3053981066564	67394	0.0575	22.267499	12.056133	10.211366	13.745079	3.205848	16844.102756	1096.136151333	49.15	43.95	54.3	39.6	60.35	0.7	9	80	11.74	29.8	15.9	38.379	71.0	456.3	555.3	388.6	58.2	50.7	66.5	105.3	91.5	120.6	161.2	141.7	182.7	76.5	67.9	85.9	53.2	108.9	380.5	32.5
Dillon, SC	SC	45033	0	11.1485419517844	2.6	50.9	45.7	46.6408436950719	30722	0.0352	22.113866	12.048053	10.065813	13.475231	3.173979	16733.758703	1092.773864155	48.3	42.55	54.1	37.05	62.1	0.67	12	80	12	30.2	9.2	26.818	62.2	439.7	559.7	359.5	46.9	36.7	59	111.5	90.7	135.7	178	146.4	214.1	67.7	55.5	81.7	55.9	88.1	332.6	29.3
Dorchester, SC	SC	45035	1	30.73553121699	1.2	72.1	25.6	48.9394583717963	96413	0.01985	23.366150	13.721431	9.644719	12.785361	3.427600	17440.122436	1162.54012023	46	41.2	50.85	38.7	54.3	0.4	13	80	9.56	26.2	24.1	55.034	74.7	506.5	611.4	429.5	48.7	42.8	55.2	127.9	115.6	141.2	186.9	169.8	205.3	78.4	70.9	86.4	62.8	100.4	439.1	26.2
Edgefield, SC	SC	45037	1	19.6278226328742	0.6	57.3	41.8	53.0148404147184	24595	0.15073	22.263573	12.274171	9.989402	14.469300	3.217745	17070.384360	1144.309709939	46.65	41	52.35	37.15	57.55	0.64	11	80	10.04	27.1	16.3	42.834	72.2	443.8	547.4	380.5	59.7	46.6	75.3	136.7	110.3	167.7	140.9	110.3	177.1	68.9	54.6	85.6	47	98.6	409.3	19.6
Fairfield, SC	SC	45039	1	13.2341532423675	0.4	40.0	59.4	47.6123475739746	23454	0.1374	21.811420	11.899441	9.911979	14.394696	3.091774	17110.358610	1097.977321141	46.35	40.55	52.25	35.8	58.3	0.43	13	80	12.6	32.3	15.9	32.022	71.1	489.9	604.7	410.9	39.2	29.3	51.5	146.9	120.2	178	171.9	140	209.1	87.3	72.4	104.6	52.7	137.1	483.7	30
Florence, SC	SC	45041	1	16.128566085212	0.5	59.2	39.6	46.9931059708495	125761	0.03547	22.626501	12.436834	10.189667	13.341250	3.296590	16998.073363	1113.956658896	46.05	41.1	50.95	36.65	57.25	0.48	13	80	10.96	27.4	20.8	40.487	73.6	429	527	361	44	39.2	49.1	115.9	105.4	127.1	145.4	132.2	159.6	63.5	57.8	69.7	38.5	101.4	322	26.1
Georgetown, SC	SC	45043	0	20.6139094225737	0.3	60.0	38.8	47.8520350556482	55797	0.00521	23.013742	14.578761	8.434981	12.737095	3.586100	17815.204690	1139.898841037	48.35	42.95	53.8	39.2	58.75	0.33	12	80	9.76	26.1	21.8	42.666	71.9	507.9	591.3	441.1	47.4	40.8	54.8	140.7	124.5	158.6	173.1	155.1	192.9	75.9	67.5	85.1	51.8	105.5	435.8	23.8
Greenville, SC	SC	45045	1	22.9563228775516	0.5	78.5	18.7	48.6760305150468	381171	0.29183	20.052692	11.457370	8.595322	14.939285	3.750136	16790.003908	1082.263786721	47	42.65	51.35	40.15	54.5	1.3	12	80	8.14	22.4	30.0	46.83	76.9	478.4	579	408.8	42.7	40	45.6	125.7	119.5	132.3	182.8	174.2	191.6	68.9	65.5	72.5	54.5	89.2	377.6	24.3
Greenwood, SC	SC	45047	0	18.7942974844705	0.4	66.1	32.0	46.910413302953	66271	0.1802	21.747538	11.950831	9.796707	14.811503	3.119935	17054.080087	1091.871155979	45.1	39.95	50.25	36.35	55.15	0.44	12	80	10.34	27.8	22.0	38.797	67.9	469.7	562.6	407	54.1	47	62	135	119.6	151.9	135.9	118.9	154.7	65.3	57.6	73.9	42.4	97.9	352.9	23.7
Hampton, SC	SC	45049	0	15.1976750012527	0.4	43.2	55.9	50.939867202843	21386	0.0327	23.891168	13.748989	10.142179	13.108325	3.344263	17519.390825	1191.983437794	47.4	41.7	53.15	37.15	59.7	0.49	9	80	12.6	31.1	11.0	34.846	64.5	469.9	595	387.7	55.7	42.6	71.5	112.8	86.7	144.6	150.7	117.5	190.2	85.4	69.4	104	44.3	137.1	412.2	38.1
Horry, SC	SC	45051	1	28.3896660990278	0.8	82.0	15.9	49.0944875883008	196629	-0.00019	22.331653	13.825155	8.506498	12.961761	3.522100	17646.179630	1134.217226719	57.65	53.45	61.8	50.9	64.75	0.36	16	80	8.84	24.4	21.8	43.142	68.3	451.6	541.4	379.7	45.4	42	48.9	108.3	101.1	116	151.3	142.7	160.4	73.2	69.1	77.6	58	91.9	401.3	25.8
Jasper, SC	SC	45053	0	26.7595346167893	0.6	42.8	53.0	52.60663507109	20678	0.0182	24.223427	14.383157	9.84027	12.813927	3.420408	17872.585482	1194.045665975	42.4	36.15	48.65	31.1	54.45	0.49	18	80	12.28	31.1	9.4	37.393	64.0	420.5	509	354.9	56.5	43.2	72.5	86.1	63.4	114.4	149.6	118	186.9	53.9	41	69.6	46.5	62.7	299.1	18.4
Kershaw, SC	SC	45055	1	21.4395845167573	0.7	72.3	26.6	48.2914506049727	52647	0.08348	22.016939	12.338348	9.678591	14.096012	3.092371	16973.608694	1100.807566423	51.25	46.85	55.7	42.55	60.95	1.02	12	80	10.32	26.9	18.5	44.064	65.9	500.6	577.7	451.8	54.2	46.5	63	130.6	114.4	148.6	158.7	138.8	180.8	80	70.7	90.2	64.7	102.8	392.8	34.7
Lancaster, SC	SC	45057	0	14.5303164898713	0.5	71.6	27.2	49.5395348079086	61351	0.1664	21.273964	11.770716	9.503248	14.242693	3.219064	16850.536012	1100.05069787	52.2	46.8	57.7	42.85	62.7	0.19	10	69	11.3	26.7	15.4	38.959	65.1	428.1	518.7	366.9	44.6	38.2	51.8	99.1	86.3	113.3	142.1	124.8	161	77	68.6	86.1	60	100.1	393.3	31.2
Laurens, SC	SC	45059	1	18.7323033362058	0.6	72.2	26.4	48.3576983339802	69567	0.1973	21.300629	11.670811	9.629818	14.846273	3.211199	16977.611666	1092.049877151	50.8	45.6	56.05	41	61.65	0.84	11	80	10.64	30.3	14.5	37.529	64.1	463.9	584.4	381.5	49.3	42.6	56.9	113.7	99.7	129.2	159.6	141	180	83.1	74.4	92.7	62	112.9	447.8	30.4
Lee, SC	SC	45061	0	17.4003079700526	0.4	35.3	63.8	50.3404741786371	20119	0.0659	22.347346	12.576214	9.771132	13.771284	3.182292	16977.968115	1102.042963153	48.9	42.55	55.3	38	62.35	0.8	11	80	13.28	30.5	8.5	23.378	63.3	494	604.2	414.6	62.6	48.8	79.3	133	104.3	167.4	186.9	148.9	231.3	83.7	67	103.2	58	113.8	388.1	39.6
Lexington, SC	SC	45063	1	23.8014132275316	0.7	85.0	12.9	48.5973131371115	216014	0.106	22.226150	12.694218	9.531932	14.107323	3.308511	17102.427882	1134.998794631	48.4	43.95	52.75	42.15	55.15	0.6	13	80	8.46	26.5	27.6	52.205	76.9	447.5	522.5	393.9	42.7	39.2	46.5	126.4	118.1	135.2	128.8	119.4	138.7	72	67.3	76.9	52.1	98.4	394.5	25.3
McCormick, SC	SC	45065	0	28.5594639865997	0.4	45.1	54.3	53.2134966860815	9958	0.13657	22.337608	12.237764	10.099844	14.754361	3.048096	17141.396981	1132.244725079	48.7	42.15	55.25	37.9	61.3	0.38	11	80	11.08	29.9	16.0	35.858	67.8	428.7	454.7	422.6	36.3	24	54	120.8	84.4	170.3	165.2	127.5	212.7	52	37.8	71.3	53.9	49	262.5	21.6
Marion, SC	SC	45067	0	12.2301940483759	0.5	42.0	56.7	46.20763548187	35466	0.03745	22.533729	12.559917	9.973812	13.256943	3.383586	16905.284191	1105.691137035	50.1	44.35	55.8	40.6	61.9	0.63	6	80	12.42	31.2	12.9	30.629	66.0	447.2	597.5	353.3	45.1	36.1	55.9	108.4	89.6	130.2	219.9	187.1	256.7	76.9	64.8	90.6	59.9	105.3	386.8	32.1
Marlboro, SC	SC	45069	0	11.7966859057904	3.9	45.2	51.1	49.0561454646402	28818	0.05054	21.995957	12.009256	9.986701	13.695164	3.137829	16703.707142	1092.773864155	53.9	47.5	60.25	42.5	67.95	0.54	9	80	11.92	31	8.6	27.688	62.9	475.4	643.3	372.8	51.8	40.8	64.8	121.2	98.3	148	190.4	156.7	229	91.5	76.8	108.3	54.7	143.4	437.7	41.4
Newberry, SC	SC	45071	0	16.0088560885609	0.6	64.7	33.4	48.2469258889997	36108	0.14662	21.777422	12.048427	9.728995	14.596532	3.194910	17166.716898	1096.942090767	47.45	41.9	52.9	37.75	58.15	0.6	10	80	9.92	29.6	19.3	41.815	68.1	413	495.2	355.4	35.5	28.1	44.4	124.7	104.8	147.5	113.1	92.8	136.6	73.7	63	85.9	55.8	98.5	393.9	27.4
Oconee, SC	SC	45073	0	17.7740249296341	0.6	89.9	8.6	49.1640866873065	66215	0.28541	20.077072	11.523021	8.554051	15.290806	4.235788	16802.282193	1086.240260646	52.45	48	56.9	43.8	61.7	1.1	12	80	8.94	25	21.4	42.266	69.9	495.2	579.3	430.3	44.6	38.7	51.2	120.8	107	136	169.7	153.2	187.7	72.7	65.3	80.9	51.3	98.3	402.3	25.1
Orangeburg, SC	SC	45075	0	14.1438452191794	0.8	37.6	61.3	46.5266100325391	91582	0.06373	23.037109	12.910081	10.127028	13.419025	3.237979	17351.466712	1146.131980843	46.45	41	51.95	36.85	58.05	0.7	10	80	12.38	35.5	16.7	32.849	72.6	447.1	560.7	367.8	49.7	43.8	56.3	120.5	107.7	134.5	199.2	181.3	218.5	58.6	52.2	65.7	32.3	93.1	293.3	24.7
Pickens, SC	SC	45077	1	27.7610504545236	0.5	91.0	7.1	49.9074550592739	110882	0.29529	19.631104	11.292996	8.338108	15.101446	4.025510	16745.641365	1085.332243999	48.8	43.8	53.8	40.25	57.5	0.99	11	80	8.6	22.4	23.5	41.898	67.1	453.2	540.8	386.9	40.1	35.2	45.5	118.3	106.4	131.2	135.5	122.2	149.9	71.7	65.1	78.8	53.1	94.6	348.7	31.7
Richland, SC	SC	45079	1	28.2944808132418	0.6	51.2	45.8	48.2532267671208	320677	0.08963	22.344646	12.354700	9.989946	14.039507	3.196490	17142.624641	1119.021552797	44.45	40.35	48.6	38.35	51.7	0.51	17	80	9.76	24.4	36.5	47.922	77.6	486.1	581.2	421.1	41.3	38.2	44.7	144	136.2	152.1	184.7	174.4	195.5	75	70.7	79.6	56.7	100.6	413.1	26.1
Saluda, SC	SC	45081	1	17.7323150677295	0.4	66.3	30.3	49.6480892549919	19181	0.15091	22.013391	12.481677	9.531714	14.465693	3.240940	17086.315004	1120.054866275	48.85	42.9	54.75	37.95	60.2	0.32	15	80	9.76	26.9	12.6	40.508	61.9	434.4	472.8	414.3	47.7	35.7	62.7	126.1	98	159.9	126.7	97.5	162.1	66.2	51.9	83.4	44.7	98.2	377	21.2
Spartanburg, SC	SC	45083	1	16.6115594292495	0.6	75.9	21.1	48.5982560453286	253791	0.24895	20.443001	11.416123	9.026878	14.769227	3.593790	16778.583720	1082.203049984	46.6	42.2	51.05	37.05	57.2	1.09	11	80	9.68	25.1	19.9	42.68	69.0	451.7	539.8	390.1	42.9	39.7	46.4	118.4	110.9	126.2	151.6	142.3	161.3	73.9	69.6	78.4	52.7	103.6	379.6	29.7
